1 Q0 34852269115580416	1 0.9518675 myRun
10 Q0 33565487396818945	8278 0.06991466 myRun
10 Q0 29963531776430080	8279 0.06983395 myRun
10 Q0 32716757407895552	8280 0.06965905 myRun
10 Q0 29378627992817665	8281 0.0691316 myRun
10 Q0 29290434396168192	8282 0.06913154 myRun
10 Q0 34359359311978496	8283 0.069061056 myRun
10 Q0 32833436687278080	8284 0.069026515 myRun
10 Q0 34726680937369600	8285 0.06892897 myRun
10 Q0 35074765014171648	8286 0.06844409 myRun
10 Q0 33918776475000832	8287 0.06844409 myRun
10 Q0 34125575870218240	8288 0.06836896 myRun
10 Q0 32835927734755328	8289 0.068309 myRun
10 Q0 32740165969510401	8290 0.06815851 myRun
10 Q0 32716833442238466	8291 0.06803336 myRun
10 Q0 32250282192674816	8292 0.06800912 myRun
10 Q0 32236396924116996	8293 0.067792505 myRun
10 Q0 34939869763477504	8294 0.0675886 myRun
10 Q0 32844475332042752	8295 0.06651217 myRun
10 Q0 31465017974984705	8296 0.06626874 myRun
10 Q0 34551658549755904	8297 0.0661657 myRun
10 Q0 34133013965176832	8298 0.06587855 myRun
10 Q0 30986628969271297	8299 0.06580511 myRun
10 Q0 34131630524203008	8300 0.065591425 myRun
10 Q0 33553062966595584	8301 0.0655141 myRun
10 Q0 31440960692953088	8302 0.0655141 myRun
10 Q0 31053186680750080	8303 0.065129936 myRun
10 Q0 35089957265604609	8304 0.06479616 myRun
10 Q0 32244434825388032	8305 0.06479201 myRun
10 Q0 31436499555717120	8306 0.064432666 myRun
10 Q0 31436225688633344	8307 0.064432666 myRun
10 Q0 31436223335628802	8308 0.064432666 myRun
10 Q0 34661398709534720	8309 0.064323775 myRun
10 Q0 34460705281286145	8310 0.06418877 myRun
10 Q0 33543353974923264	8311 0.0631404 myRun
10 Q0 35082562179174400	8312 0.0628887 myRun
10 Q0 33497864525058048	8313 0.061988786 myRun
10 Q0 33170610293047297	8314 0.061736546 myRun
10 Q0 34522191106150400	8315 0.061709333 myRun
10 Q0 29556269169774592	8316 0.06131681 myRun
10 Q0 29198947092275200	8317 0.061228327 myRun
10 Q0 31447591619141632	8318 0.060700443 myRun
10 Q0 32544789014515712	8319 0.06048239 myRun
10 Q0 35046568549679104	8320 0.06046459 myRun
10 Q0 34825580398514176	8321 0.059496716 myRun
10 Q0 32446864775184384	8322 0.05921687 myRun
10 Q0 32692565618720768	8323 0.059181206 myRun
10 Q0 32309982011596800	8324 0.05885558 myRun
10 Q0 33324234415542272	8325 0.058566682 myRun
10 Q0 29987837948469248	8326 0.05836293 myRun
10 Q0 34162164453343232	8327 0.058262393 myRun
10 Q0 32346878704091136	8328 0.05798848 myRun
10 Q0 32817949572075520	8329 0.05769349 myRun
10 Q0 32500332932112384	8330 0.056722403 myRun
10 Q0 33625027358232576	8331 0.055747494 myRun
10 Q0 32640215071850496	8332 0.054832157 myRun
10 Q0 34349334858305536	8333 0.054546252 myRun
10 Q0 32427650320433153	8334 0.054546252 myRun
10 Q0 34884310024728576	8335 0.05452863 myRun
10 Q0 29872102056136704	8336 0.053691175 myRun
10 Q0 32602179655176194	8337 0.05357945 myRun
10 Q0 34324982582480896	8338 0.053167507 myRun
10 Q0 32611727405223936	8339 0.05286861 myRun
10 Q0 29488474193133569	8340 0.05233648 myRun
10 Q0 34933070012354560	8341 0.05113662 myRun
10 Q0 33522436968288256	8342 0.051062785 myRun
10 Q0 31021456800354304	8343 0.05090744 myRun
10 Q0 33530438114877440	8344 0.05068501 myRun
10 Q0 32483633478508544	8345 0.050062716 myRun
10 Q0 30769574383194112	8346 0.04988408 myRun
10 Q0 34929624383234048	8347 0.04978095 myRun
10 Q0 34677398033141760	8348 0.049600884 myRun
10 Q0 28979943203405824	8349 0.0494869 myRun
10 Q0 30051579025432577	8350 0.048826832 myRun
10 Q0 34736638353477632	8351 0.04877982 myRun
10 Q0 34783272391151616	8352 0.04871757 myRun
10 Q0 31462621827825664	8353 0.048394024 myRun
10 Q0 32463160648671232	8354 0.048299562 myRun
10 Q0 30023650337886208	8355 0.04826154 myRun
10 Q0 29048093370486784	8356 0.047970694 myRun
10 Q0 33566448207011840	8357 0.047928266 myRun
10 Q0 29994752057282560	8358 0.047863506 myRun
10 Q0 34472897405779968	8359 0.047385357 myRun
10 Q0 33578270372929536	8360 0.047075037 myRun
10 Q0 30482977121107968	8361 0.04540051 myRun
10 Q0 32898590393237505	8362 0.04360213 myRun
10 Q0 32739888625360896	8363 0.04360213 myRun
10 Q0 32486780372525056	8364 0.0435216 myRun
10 Q0 32803791086551041	8365 0.042560298 myRun
10 Q0 32381471306031105	8366 0.041482076 myRun
10 Q0 35021432383606784	8367 0.041277196 myRun
10 Q0 32268960837664768	8368 0.03905597 myRun
10 Q0 33892651149299713	8369 0.03881996 myRun
10 Q0 34899331890814976	8370 0.037795145 myRun
10 Q0 35043617340915712	8371 0.037795145 myRun
10 Q0 34472775246675968	8372 0.03738246 myRun
10 Q0 32845738098556928	8373 0.037258048 myRun
10 Q0 31079162642960384	8374 0.036632624 myRun
10 Q0 30779207692845058	8375 0.036463555 myRun
10 Q0 32833816787689473	8376 0.036381472 myRun
10 Q0 33296584959590400	8377 0.036222443 myRun
10 Q0 34497319248334848	8378 0.03614641 myRun
10 Q0 30329004963659776	8379 0.035019107 myRun
10 Q0 33543808683610112	8380 0.034922432 myRun
10 Q0 30951222903054336	8381 0.034799498 myRun
10 Q0 32481046779920385	8382 0.03456846 myRun
10 Q0 33767690350891008	8383 0.03448371 myRun
10 Q0 32339907229782016	8384 0.03345344 myRun
10 Q0 34862091357650944	8385 0.033100534 myRun
10 Q0 32947243380113409	8386 0.03278716 myRun
10 Q0 34301283682750464	8387 0.032648027 myRun
10 Q0 29206677186154496	8388 0.032253087 myRun
10 Q0 34667506018820096	8389 0.031018 myRun
10 Q0 33548433520332801	8390 0.030957457 myRun
10 Q0 34919894097068032	8391 0.02823319 myRun
10 Q0 34200960569974784	8392 0.027809141 myRun
10 Q0 31441433529417728	8393 0.025800068 myRun
10 Q0 34574623660052481	8394 0.025666889 myRun
10 Q0 32235982442991616	8395 0.025303226 myRun
10 Q0 29224350330654720	8396 0.024335109 myRun
10 Q0 34725508193198080	8397 0.024192244 myRun
10 Q0 32159147558436864	8398 0.024109364 myRun
10 Q0 29906917933449216	8399 0.024096321 myRun
10 Q0 32186265193545728	8400 0.0228132 myRun
10 Q0 34519373007822848	8401 0.02262786 myRun
10 Q0 29376660134428672	8402 0.022572983 myRun
10 Q0 34605117567139842	8403 0.02121972 myRun
10 Q0 32779881116860416	8404 0.019966438 myRun
10 Q0 29074476373123073	8405 0.019741997 myRun
10 Q0 29892460037541888	8406 0.019533731 myRun
10 Q0 30653294179254272	8407 0.017773312 myRun
10 Q0 34806297626943488	8408 0.017651794 myRun
10 Q0 29005097581154304	8409 0.01745975 myRun
10 Q0 29783105053134848	8410 0.017235247 myRun
10 Q0 34805301362302977	8411 0.016055372 myRun
10 Q0 34513858278203392	8412 0.015954912 myRun
10 Q0 34734183737868288	8413 0.0149251055 myRun
10 Q0 34734139882086401	8414 0.0149251055 myRun
10 Q0 32301707404771328	8415 0.0149251055 myRun
10 Q0 30225445022605312	8416 0.014897103 myRun
10 Q0 34234422605647873	8417 0.013022973 myRun
10 Q0 32047730498994176	8418 0.012866119 myRun
10 Q0 34944915326771200	8419 0.012491947 myRun
10 Q0 33894304590077952	8420 0.0122666415 myRun
10 Q0 29575984319565825	8421 0.011088215 myRun
10 Q0 33500448195350528	8422 0.008809715 myRun
10 Q0 34875530457120768	8423 0.008007367 myRun
10 Q0 34330758625628161	8424 0.0077241906 myRun
10 Q0 32483900412395520	8425 0.0068968264 myRun
10 Q0 33933292331859968	8426 0.0068968255 myRun
10 Q0 34716864869306368	8427 0.0068356376 myRun
10 Q0 34254189190184960	8428 0.006447494 myRun
10 Q0 31069654315175936	8429 0.00464522 myRun
10 Q0 34474508853182464	8430 0.004636508 myRun
10 Q0 30364096591298560	8431 0.004541144 myRun
10 Q0 33614421867630592	8432 0.004523771 myRun
10 Q0 30722460617805824	8433 0.004115561 myRun
10 Q0 34795164165738496	8434 0.0036972417 myRun
10 Q0 34530597766434816	8435 0.0030882787 myRun
10 Q0 35023623756455936	8436 0.0011002542 myRun
10 Q0 33647931219251200	8437 0.00079569407 myRun
10 Q0 32838187076296704	8438 6.802566e-05 myRun
10 Q0 29180639664144384	8439 -0.0002867421 myRun
10 Q0 30619194575818755	8440 -0.0002867421 myRun
10 Q0 34660739700494336	8441 -0.0011303313 myRun
10 Q0 33568019724632064	8442 -0.0018388443 myRun
10 Q0 34580213241217025	8443 -0.003858678 myRun
10 Q0 29786063052476416	8444 -0.004335862 myRun
10 Q0 29908982898368512	8445 -0.005719576 myRun
10 Q0 31071825421144064	8446 -0.0057530273 myRun
10 Q0 32046396894875648	8447 -0.0061084135 myRun
10 Q0 28984933263343616	8448 -0.0061228573 myRun
10 Q0 34466081808580609	8449 -0.007697892 myRun
10 Q0 32771475983306753	8450 -0.008008399 myRun
10 Q0 35016970810163201	8451 -0.0088084005 myRun
10 Q0 32532455617466369	8452 -0.011009971 myRun
10 Q0 34733820146089984	8453 -0.0130649535 myRun
10 Q0 34288751219843072	8454 -0.0153656835 myRun
10 Q0 34822646692724736	8455 -0.017322097 myRun
10 Q0 30054450047488000	8456 -0.0173808 myRun
10 Q0 31780537123217408	8457 -0.018438168 myRun
10 Q0 30016732944924672	8458 -0.018862624 myRun
10 Q0 29962462241488896	8459 -0.019678103 myRun
10 Q0 32474384266436608	8460 -0.020475984 myRun
10 Q0 34596487535005696	8461 -0.024048956 myRun
10 Q0 35024628812353536	8462 -0.02444184 myRun
10 Q0 29789980624691200	8463 -0.024864454 myRun
10 Q0 32820756429668353	8464 -0.02495585 myRun
10 Q0 32158823850446848	8465 -0.025708927 myRun
10 Q0 32561289700052992	8466 -0.027271153 myRun
10 Q0 32046198844030976	8467 -0.027449623 myRun
10 Q0 34816739346743296	8468 -0.027449623 myRun
10 Q0 29029414956175360	8469 -0.027449623 myRun
10 Q0 32439510780346368	8470 -0.028968696 myRun
10 Q0 30008352465489920	8471 -0.035713263 myRun
10 Q0 34763297593106432	8472 -0.03605318 myRun
10 Q0 32044336459808768	8473 -0.03631595 myRun
10 Q0 29281084667596800	8474 -0.039703555 myRun
10 Q0 32582091128446976	8475 -0.040464945 myRun
10 Q0 31490018862170113	8476 -0.0434443 myRun
10 Q0 30097804462391297	8477 -0.043478563 myRun
10 Q0 34608560436416512	8478 -0.04383564 myRun
10 Q0 29307862408765440	8479 -0.045694035 myRun
10 Q0 34914468521578496	8480 -0.04599365 myRun
10 Q0 33523241771343873	8481 -0.047928445 myRun
10 Q0 29116920707940352	8482 -0.048472553 myRun
10 Q0 35023924496576512	8483 -0.050861567 myRun
10 Q0 34641232873390080	8484 -0.05364698 myRun
10 Q0 29155747409436674	8485 -0.056149848 myRun
10 Q0 29275394674786304	8486 -0.056821853 myRun
10 Q0 29272649733505025	8487 -0.056821853 myRun
10 Q0 29198694163156992	8488 -0.05840695 myRun
10 Q0 33562929370501121	8489 -0.058787737 myRun
10 Q0 32321390057099264	8490 -0.05997871 myRun
10 Q0 30772693099880449	8491 -0.06074328 myRun
10 Q0 32172337587552256	8492 -0.060788937 myRun
10 Q0 30547566101798912	8493 -0.061447486 myRun
10 Q0 33609772196560896	8494 -0.06147611 myRun
10 Q0 32250043683573760	8495 -0.061620302 myRun
10 Q0 32778283439357952	8496 -0.06247808 myRun
10 Q0 31000551877509121	8497 -0.064827874 myRun
10 Q0 32388910306824192	8498 -0.06717938 myRun
10 Q0 32802995552919552	8499 -0.06717938 myRun
10 Q0 35035268679602176	8500 -0.06772058 myRun
10 Q0 34994563147898880	8501 -0.06809054 myRun
10 Q0 34301271737368576	8502 -0.06861562 myRun
10 Q0 30526954549547008	8503 -0.06898445 myRun
10 Q0 31919850548891648	8504 -0.06938942 myRun
10 Q0 34994962084921344	8505 -0.07013973 myRun
10 Q0 29280424387678208	8506 -0.07013973 myRun
10 Q0 32256631697838080	8507 -0.07176351 myRun
10 Q0 29980834844901377	8508 -0.07959913 myRun
10 Q0 32239370874396672	8509 -0.08099314 myRun
10 Q0 32429727050371072	8510 -0.08225519 myRun
10 Q0 32070732942934016	8511 -0.0852951 myRun
10 Q0 34454331931500544	8512 -0.09026035 myRun
10 Q0 32761647814680576	8513 -0.09183801 myRun
10 Q0 29252097933312000	8514 -0.0921586 myRun
10 Q0 31103069580173312	8515 -0.09422795 myRun
10 Q0 34932469522239488	8516 -0.09434257 myRun
10 Q0 31487960834646016	8517 -0.1000895 myRun
10 Q0 33548868230582273	8518 -0.101022646 myRun
10 Q0 32235768759975936	8519 -0.10891724 myRun
10 Q0 30777098717110272	8520 -0.108998716 myRun
10 Q0 35018328258908161	8521 -0.11446637 myRun
10 Q0 34209561518809088	8522 -0.11771832 myRun
10 Q0 32085725931372544	8523 -0.11951867 myRun
10 Q0 31638262393081856	8524 -0.13136375 myRun
10 Q0 31085005446848512	8525 -0.1466381 myRun
10 Q0 34751092701003776	8526 -0.16838755 myRun

11 Q0 30323636875300867	1 0.88901234 myRun
11 Q0 29881125560127488	2 0.86771536 myRun
11 Q0 29355850791387136	3 0.86131686 myRun
11 Q0 29771418094796801	4 0.8506646 myRun
11 Q0 34196556970328064	5 0.8332578 myRun
11 Q0 34183011993911296	6 0.8321851 myRun
11 Q0 30931123550814208	7 0.8286574 myRun
11 Q0 31339183884738560	8 0.82784563 myRun
11 Q0 31087864422866944	9 0.82784563 myRun
11 Q0 31086675086016513	10 0.82784563 myRun
11 Q0 30526916536565760	11 0.82784563 myRun
11 Q0 30409439861284864	12 0.82784563 myRun
11 Q0 30255109195694080	13 0.82784563 myRun
11 Q0 30199635872063488	14 0.82784563 myRun
11 Q0 29970313756282880	15 0.82784563 myRun
11 Q0 29962302111358977	16 0.82784563 myRun
11 Q0 28989819858194432	17 0.82784563 myRun
11 Q0 34194199435804672	18 0.82784563 myRun
11 Q0 34184095332433920	19 0.82784563 myRun
11 Q0 30785465321783296	20 0.8278456 myRun
11 Q0 31147148208766976	21 0.82682145 myRun
11 Q0 30424359067717632	22 0.822919 myRun
11 Q0 30082238515249153	23 0.7885475 myRun
11 Q0 34182387759841281	24 0.7864296 myRun
11 Q0 30034781609656321	25 0.78106105 myRun
11 Q0 29407937097113600	26 0.7782914 myRun
11 Q0 29318729162559489	27 0.7709488 myRun
11 Q0 31089949885337602	28 0.7700633 myRun
11 Q0 31077123913416704	29 0.7672281 myRun
11 Q0 31347377218527232	30 0.76482683 myRun
11 Q0 31343793206722560	31 0.76450825 myRun
11 Q0 29902985748287488	32 0.7635193 myRun
11 Q0 31100375087980544	33 0.7626866 myRun
11 Q0 31108442777198592	34 0.7625034 myRun
11 Q0 31120161729675264	35 0.7570869 myRun
11 Q0 34185638265749504	36 0.7553194 myRun
11 Q0 30977420785885185	37 0.75446236 myRun
11 Q0 30814361199050753	38 0.7512026 myRun
11 Q0 31077036831281152	39 0.7470278 myRun
11 Q0 34184086964674560	40 0.74340594 myRun
11 Q0 31303960270737409	41 0.74296343 myRun
11 Q0 29134671535149056	42 0.74275696 myRun
11 Q0 31035673255354368	43 0.7397984 myRun
11 Q0 31075392697667584	44 0.73678005 myRun
11 Q0 30039846927998977	45 0.7333393 myRun
11 Q0 30071544940077056	46 0.73294234 myRun
11 Q0 31131263104454656	47 0.732749 myRun
11 Q0 31074031058817024	48 0.73126876 myRun
11 Q0 29265765374885888	49 0.72885805 myRun
11 Q0 29556400891891714	50 0.72623676 myRun
11 Q0 30817148859318272	51 0.7247203 myRun
11 Q0 31078177124130816	52 0.7246167 myRun
11 Q0 31146674860593152	53 0.72284 myRun
11 Q0 31149065722929152	54 0.7212251 myRun
11 Q0 35025982612049920	55 0.7210065 myRun
11 Q0 31255961310068736	56 0.7210065 myRun
11 Q0 34186767892484096	57 0.7208138 myRun
11 Q0 34182507301699584	58 0.71927845 myRun
11 Q0 33485419052007424	59 0.7186563 myRun
11 Q0 34138287291502592	60 0.7186563 myRun
11 Q0 31290567660933120	61 0.7172488 myRun
11 Q0 31281263205679105	62 0.7172488 myRun
11 Q0 34182112714162177	63 0.7171919 myRun
11 Q0 31358376881422336	64 0.7145236 myRun
11 Q0 34192559207092224	65 0.7128521 myRun
11 Q0 31176516083646464	66 0.7121986 myRun
11 Q0 34183982891409408	67 0.7090484 myRun
11 Q0 30303394472132609	68 0.7083362 myRun
11 Q0 31031718513213440	69 0.7079623 myRun
11 Q0 31174355668967424	70 0.70694417 myRun
11 Q0 31087127802421248	71 0.7067158 myRun
11 Q0 32844932045606912	72 0.70583415 myRun
11 Q0 29643159172546560	73 0.70583415 myRun
11 Q0 31018884471459840	74 0.70560074 myRun
11 Q0 31232776522960896	75 0.705282 myRun
11 Q0 31125607572185088	76 0.704545 myRun
11 Q0 29969152718413824	77 0.7039626 myRun
11 Q0 31011267418263552	78 0.703871 myRun
11 Q0 31244983981834240	79 0.70199317 myRun
11 Q0 29890919914274816	80 0.6996718 myRun
11 Q0 30980222165721088	81 0.69931364 myRun
11 Q0 34218996949585920	82 0.6989256 myRun
11 Q0 31101132503781376	83 0.6983576 myRun
11 Q0 31065622423011328	84 0.6938929 myRun
11 Q0 30877241697107968	85 0.6932636 myRun
11 Q0 32845549816258560	86 0.69326353 myRun
11 Q0 31351523908784128	87 0.6930162 myRun
11 Q0 31092772794531840	88 0.692894 myRun
11 Q0 31098607977369601	89 0.6927703 myRun
11 Q0 29241648504377344	90 0.69163007 myRun
11 Q0 31081417941188608	91 0.6897211 myRun
11 Q0 31063124052283392	92 0.68901724 myRun
11 Q0 34184091020693504	93 0.68768334 myRun
11 Q0 34184161853968384	94 0.6861426 myRun
11 Q0 34189549785710592	95 0.68470776 myRun
11 Q0 32777873207070720	96 0.682932 myRun
11 Q0 34577306567581697	97 0.68283063 myRun
11 Q0 31251588819451904	98 0.68259704 myRun
11 Q0 30679901296132096	99 0.6803448 myRun
11 Q0 34184164781596672	100 0.6803032 myRun
11 Q0 30430136151048193	101 0.679523 myRun
11 Q0 31211952382410753	102 0.6787827 myRun
11 Q0 34768564770570240	103 0.67853963 myRun
11 Q0 31204939556454400	104 0.67853963 myRun
11 Q0 30281243962638336	105 0.6771283 myRun
11 Q0 31134321897111552	106 0.67535263 myRun
11 Q0 30082188011634688	107 0.6742757 myRun
11 Q0 34194113230278656	108 0.6733111 myRun
11 Q0 34882084875145216	109 0.67192 myRun
11 Q0 31010153394348032	110 0.6708483 myRun
11 Q0 29589027917144064	111 0.66962016 myRun
11 Q0 34190015869231104	112 0.66959214 myRun
11 Q0 31070282479308801	113 0.66745067 myRun
11 Q0 31078459216240640	114 0.6656 myRun
11 Q0 35101275041304576	115 0.6644022 myRun
11 Q0 29976266245414912	116 0.66429466 myRun
11 Q0 31093588326621184	117 0.66345656 myRun
11 Q0 34194761795506176	118 0.6631216 myRun
11 Q0 29289079690498049	119 0.66256124 myRun
11 Q0 30004059377246208	120 0.66208625 myRun
11 Q0 34756421987864576	121 0.6607399 myRun
11 Q0 35025190001975296	122 0.6607399 myRun
11 Q0 29743106463109120	123 0.6607399 myRun
11 Q0 29914089950027776	124 0.6607399 myRun
11 Q0 31116905926369280	125 0.6604817 myRun
11 Q0 31226457904644096	126 0.6601875 myRun
11 Q0 32915822120800258	127 0.6598042 myRun
11 Q0 31110798537396225	128 0.6592773 myRun
11 Q0 34188625444864000	129 0.65919805 myRun
11 Q0 29132815186526208	130 0.6570817 myRun
11 Q0 34914029059178496	131 0.6570227 myRun
11 Q0 31324914770255872	132 0.65640813 myRun
11 Q0 31309471170961409	133 0.6551817 myRun
11 Q0 30364301554360320	134 0.65382624 myRun
11 Q0 29864784774045696	135 0.6538179 myRun
11 Q0 29969669876092928	136 0.6535505 myRun
11 Q0 30120396971843584	137 0.65341073 myRun
11 Q0 30749515430494208	138 0.65308523 myRun
11 Q0 34184019885170688	139 0.65103006 myRun
11 Q0 34184133135572992	140 0.65081286 myRun
11 Q0 31078609993072640	141 0.65008765 myRun
11 Q0 34194845165682688	142 0.64917606 myRun
11 Q0 30178479672664064	143 0.64816123 myRun
11 Q0 31099245163446272	144 0.6465101 myRun
11 Q0 31418939913281537	145 0.6461802 myRun
11 Q0 29909330132209664	146 0.64538026 myRun
11 Q0 34184067142393856	147 0.6448994 myRun
11 Q0 31117118695145472	148 0.644547 myRun
11 Q0 30709448502673409	149 0.64254797 myRun
11 Q0 31104529210540032	150 0.6419389 myRun
11 Q0 31305434220466177	151 0.6414348 myRun
11 Q0 31339797716926466	152 0.6405322 myRun
11 Q0 34723453084897280	153 0.6405091 myRun
11 Q0 34181876939759616	154 0.63947016 myRun
11 Q0 34704205356736514	155 0.63863045 myRun
11 Q0 31262620644286464	156 0.63841486 myRun
11 Q0 30019527446106112	157 0.63822186 myRun
11 Q0 34183965166280704	158 0.63807786 myRun
11 Q0 30791260503543808	159 0.6378577 myRun
11 Q0 30609743458336768	160 0.6376721 myRun
11 Q0 30929980108054528	161 0.63732505 myRun
11 Q0 30316358721867776	162 0.6366787 myRun
11 Q0 29991324849541120	163 0.6366787 myRun
11 Q0 31346533089677312	164 0.636493 myRun
11 Q0 30798274180943872	165 0.6364907 myRun
11 Q0 31293825800470528	166 0.6363511 myRun
11 Q0 34926022671470592	167 0.63555866 myRun
11 Q0 31137832105934848	168 0.6353203 myRun
11 Q0 31115988816633856	169 0.634791 myRun
11 Q0 31057642260537345	170 0.63394415 myRun
11 Q0 30064920976433155	171 0.6338531 myRun
11 Q0 31027640928313344	172 0.6337875 myRun
11 Q0 30216730722701312	173 0.6332028 myRun
11 Q0 34165017398091776	174 0.63298833 myRun
11 Q0 31220758067814400	175 0.6328666 myRun
11 Q0 29945203452284928	176 0.6319445 myRun
11 Q0 34195141094805504	177 0.6311639 myRun
11 Q0 31297788046217216	178 0.6309924 myRun
11 Q0 31094703621414912	179 0.6309924 myRun
11 Q0 31335062007980032	180 0.63049746 myRun
11 Q0 31090947651538944	181 0.6303394 myRun
11 Q0 29285743297822720	182 0.62964344 myRun
11 Q0 34189560661540864	183 0.6288677 myRun
11 Q0 31060200341381121	184 0.62859595 myRun
11 Q0 30225672072855552	185 0.62818146 myRun
11 Q0 34182447767752704	186 0.62815833 myRun
11 Q0 34190071959650304	187 0.62813187 myRun
11 Q0 30005069558587393	188 0.6276935 myRun
11 Q0 29485828698808321	189 0.62767804 myRun
11 Q0 29803692785926144	190 0.6268362 myRun
11 Q0 34496483638120448	191 0.6265571 myRun
11 Q0 31268766608261121	192 0.6263672 myRun
11 Q0 34190689608671233	193 0.62590736 myRun
11 Q0 34186621419003904	194 0.6246238 myRun
11 Q0 31503998078943232	195 0.62447214 myRun
11 Q0 31263647594446848	196 0.6243484 myRun
11 Q0 34885972533452800	197 0.62426674 myRun
11 Q0 29349571586949121	198 0.62382144 myRun
11 Q0 30377751324135424	199 0.62350225 myRun
11 Q0 30223461330722816	200 0.6226293 myRun
11 Q0 34193380888023040	201 0.621964 myRun
11 Q0 31061291565056000	202 0.6214421 myRun
11 Q0 33457429396066304	203 0.6212937 myRun
11 Q0 34904181693227008	204 0.62069774 myRun
11 Q0 31311103002677248	205 0.62062275 myRun
11 Q0 32177918117421056	206 0.62053514 myRun
11 Q0 31080215471984640	207 0.6203019 myRun
11 Q0 34474927931265024	208 0.6198235 myRun
11 Q0 33033513674473472	209 0.61869276 myRun
11 Q0 30287813240946688	210 0.6185351 myRun
11 Q0 29462424868364289	211 0.61831594 myRun
11 Q0 34778255236005888	212 0.618052 myRun
11 Q0 32740337151643648	213 0.617785 myRun
11 Q0 29004413603422208	214 0.617785 myRun
11 Q0 34971576826855424	215 0.617785 myRun
11 Q0 35088542489120768	216 0.617785 myRun
11 Q0 35000792347840512	217 0.6177485 myRun
11 Q0 34182866430599168	218 0.6177485 myRun
11 Q0 34952194402811904	219 0.6172067 myRun
11 Q0 34891470628462593	220 0.6172067 myRun
11 Q0 34888739083788288	221 0.6172067 myRun
11 Q0 31180143137394690	222 0.616297 myRun
11 Q0 34514052327673856	223 0.61565375 myRun
11 Q0 29489874889342976	224 0.61565375 myRun
11 Q0 31105109710602241	225 0.6153123 myRun
11 Q0 30144335307608064	226 0.6147185 myRun
11 Q0 31165386015637504	227 0.61448485 myRun
11 Q0 35089629300396032	228 0.6144101 myRun
11 Q0 29287155670982656	229 0.6144007 myRun
11 Q0 34184050805571584	230 0.6141514 myRun
11 Q0 31163735343108097	231 0.61402214 myRun
11 Q0 31343075666173952	232 0.613848 myRun
11 Q0 35062106860552192	233 0.6136151 myRun
11 Q0 31088145210540033	234 0.61293703 myRun
11 Q0 30020541716889600	235 0.6129255 myRun
11 Q0 31341411316015104	236 0.6127205 myRun
11 Q0 30417628157710336	237 0.61255 myRun
11 Q0 31076415944261632	238 0.6123994 myRun
11 Q0 29906946052063232	239 0.61219084 myRun
11 Q0 34254070491512832	240 0.6121576 myRun
11 Q0 31477911248699392	241 0.6120647 myRun
11 Q0 34865667769511936	242 0.61110437 myRun
11 Q0 34925209437872128	243 0.6108096 myRun
11 Q0 34178197197160449	244 0.61016726 myRun
11 Q0 35065123806650368	245 0.6100589 myRun
11 Q0 34852269115580416	246 0.6098057 myRun
11 Q0 31343791541592064	247 0.6091453 myRun
11 Q0 29894411756244992	248 0.60853815 myRun
11 Q0 34845080003022848	249 0.60819453 myRun
11 Q0 29990790763642880	250 0.60814095 myRun
11 Q0 30559715486343168	251 0.60812557 myRun
11 Q0 29673986803634176	252 0.6078328 myRun
11 Q0 30327110438486017	253 0.60767436 myRun
11 Q0 30524798652121088	254 0.6073959 myRun
11 Q0 30361148733784064	255 0.60726017 myRun
11 Q0 31077183942303744	256 0.6071216 myRun
11 Q0 34183529759776768	257 0.6066161 myRun
11 Q0 31428185178505216	258 0.6054308 myRun
11 Q0 30072459956850688	259 0.6052146 myRun
11 Q0 31298489577111552	260 0.60502064 myRun
11 Q0 32647808896999425	261 0.6048292 myRun
11 Q0 31102950327717888	262 0.60476273 myRun
11 Q0 34945584968372224	263 0.6038885 myRun
11 Q0 31065861569642497	264 0.60341847 myRun
11 Q0 31035877178359808	265 0.60326946 myRun
11 Q0 33689343574941696	266 0.6032128 myRun
11 Q0 31009272380788737	267 0.60321045 myRun
11 Q0 34275714706448384	268 0.6029775 myRun
11 Q0 29967051330166784	269 0.602512 myRun
11 Q0 34889723109449729	270 0.60245967 myRun
11 Q0 31095960385880064	271 0.602219 myRun
11 Q0 32175315740524544	272 0.6020932 myRun
11 Q0 32479067676614656	273 0.6018735 myRun
11 Q0 31247029527117824	274 0.6016529 myRun
11 Q0 29538288045924353	275 0.6014617 myRun
11 Q0 30173642063093760	276 0.60096717 myRun
11 Q0 29431647665389568	277 0.60096717 myRun
11 Q0 31484661955825664	278 0.600577 myRun
11 Q0 32468747746811904	279 0.6005752 myRun
11 Q0 34876431599140864	280 0.60032845 myRun
11 Q0 31344480464412672	281 0.60017776 myRun
11 Q0 33566477663600640	282 0.6000961 myRun
11 Q0 31115392520822784	283 0.59980756 myRun
11 Q0 30672692260638721	284 0.5995785 myRun
11 Q0 34579011598295040	285 0.5992498 myRun
11 Q0 32766512884359168	286 0.5992005 myRun
11 Q0 34948012610420736	287 0.5986936 myRun
11 Q0 34641380852629505	288 0.5986936 myRun
11 Q0 31937928397586432	289 0.598282 myRun
11 Q0 34200888859951104	290 0.5980673 myRun
11 Q0 29302276875096065	291 0.598024 myRun
11 Q0 29246016238657536	292 0.59737784 myRun
11 Q0 31483584401383424	293 0.597188 myRun
11 Q0 31926147109359616	294 0.59718674 myRun
11 Q0 31272291828645888	295 0.59709775 myRun
11 Q0 34520409198034944	296 0.59675014 myRun
